CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
2e052d829465   cachito_asyncio-athens-1           0.01%     14.82MiB / 15.5GiB   0.09%     12.4kB / 2.65kB   39.9MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
bafa4c7ff927   cachito_asyncio-cachito-worker-1   0.42%     259.9MiB / 15.5GiB   1.64%     36MB / 444kB      820MB / 1.58GB    8
088cb4583de3   cachito_asyncio-cachito-api-1      0.78%     121.2MiB / 15.5GiB   0.76%     148kB / 200kB     39.6MB / 336kB    3
60368a64c337   cachito_asyncio-nexus-1            17.75%    3.117GiB / 15.5GiB   20.11%    84MB / 36.9MB     241MB / 926MB     128
24a20d4f4018   cachito_asyncio-db-1               0.00%     36.72MiB / 15.5GiB   0.23%     121kB / 101kB     48.4MB / 77.1MB   8
2da5f18cb9ee   cachito_asyncio-rabbitmq-1         0.20%     1.009GiB / 15.5GiB   6.51%     125kB / 115kB     57MB / 1.59MB     37
2e052d829465   cachito_asyncio-athens-1           0.00%     11.96MiB / 15.5GiB   0.08%     12.4kB / 2.71kB   39.9MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
bafa4c7ff927   cachito_asyncio-cachito-worker-1   0.60%     260MiB / 15.5GiB     1.64%     36.7MB / 465kB    820MB / 1.58GB    8
088cb4583de3   cachito_asyncio-cachito-api-1      0.82%     122.3MiB / 15.5GiB   0.77%     151kB / 205kB     40.7MB / 344kB    3
