CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.55%     564.1MiB / 15.5GiB   3.55%     789MB / 2.35MB    358MB / 3.11GB    12
894c51829de4   cachito_threads-cachito-api-1      0.46%     155.2MiB / 15.5GiB   0.98%     160kB / 210kB     49.4MB / 328kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.37%     1.617GiB / 15.5GiB   10.43%    169kB / 154kB     52.7MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            95.18%    2.971GiB / 15.5GiB   19.17%    80.4MB / 35.5MB   258MB / 808MB     128
6e08b5e0ca0a   cachito_threads-db-1               0.00%     66.57MiB / 15.5GiB   0.42%     142kB / 105kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.71MiB / 15.5GiB   0.16%     20.5kB / 3.41kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.47%     564.4MiB / 15.5GiB   3.56%     791MB / 2.4MB     358MB / 3.11GB    12
894c51829de4   cachito_threads-cachito-api-1      0.56%     155.2MiB / 15.5GiB   0.98%     163kB / 214kB     49.4MB / 336kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.17%     1.617GiB / 15.5GiB   10.43%    173kB / 157kB     52.7MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            47.87%    3.078GiB / 15.5GiB   19.86%    85.4MB / 37.7MB   258MB / 846MB     135
6e08b5e0ca0a   cachito_threads-db-1               0.00%     66.57MiB / 15.5GiB   0.42%     145kB / 107kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.71MiB / 15.5GiB   0.16%     20.6kB / 3.47kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.65%     564.9MiB / 15.5GiB   3.56%     793MB / 2.44MB    358MB / 3.11GB    12
894c51829de4   cachito_threads-cachito-api-1      0.50%     155.2MiB / 15.5GiB   0.98%     166kB / 219kB     49.4MB / 344kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.16%     1.617GiB / 15.5GiB   10.43%    176kB / 161kB     52.7MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            49.07%    3.178GiB / 15.5GiB   20.50%    89MB / 39.4MB     258MB / 893MB     136
6e08b5e0ca0a   cachito_threads-db-1               0.52%     66.63MiB / 15.5GiB   0.42%     148kB / 110kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.01%     25.71MiB / 15.5GiB   0.16%     20.6kB / 3.47kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.39%     565.1MiB / 15.5GiB   3.56%     797MB / 2.48MB    358MB / 3.11GB    12
894c51829de4   cachito_threads-cachito-api-1      0.47%     155.2MiB / 15.5GiB   0.98%     169kB / 224kB     49.4MB / 352kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.17%     1.617GiB / 15.5GiB   10.43%    180kB / 164kB     52.7MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            40.20%    3.234GiB / 15.5GiB   20.86%    95MB / 43.9MB     259MB / 935MB     135
6e08b5e0ca0a   cachito_threads-db-1               0.00%     66.63MiB / 15.5GiB   0.42%     150kB / 112kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.71MiB / 15.5GiB   0.16%     20.7kB / 3.58kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   3.27%     504.1MiB / 15.5GiB   3.18%     801MB / 2.52MB    358MB / 3.12GB    12
894c51829de4   cachito_threads-cachito-api-1      0.76%     153.5MiB / 15.5GiB   0.97%     172kB / 229kB     49.4MB / 360kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.23%     1.56GiB / 15.5GiB    10.06%    183kB / 168kB     53.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            118.76%   3.107GiB / 15.5GiB   20.05%    100MB / 48MB      267MB / 973MB     138
6e08b5e0ca0a   cachito_threads-db-1               0.00%     64.24MiB / 15.5GiB   0.40%     153kB / 114kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.01%     23.54MiB / 15.5GiB   0.15%     20.8kB / 3.69kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.76%     504.4MiB / 15.5GiB   3.18%     803MB / 2.55MB    358MB / 3.12GB    12
894c51829de4   cachito_threads-cachito-api-1      0.56%     153.5MiB / 15.5GiB   0.97%     175kB / 234kB     49.4MB / 369kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.17%     1.56GiB / 15.5GiB    10.06%    186kB / 171kB     53.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            48.90%    3.041GiB / 15.5GiB   19.62%    104MB / 49.6MB    269MB / 1.03GB    138
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.28MiB / 15.5GiB   0.41%     156kB / 117kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.54MiB / 15.5GiB   0.15%     20.9kB / 3.76kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.58%     504.7MiB / 15.5GiB   3.18%     806MB / 2.59MB   358MB / 3.12GB    12
894c51829de4   cachito_threads-cachito-api-1      0.54%     153.5MiB / 15.5GiB   0.97%     178kB / 239kB    49.4MB / 377kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.14%     1.559GiB / 15.5GiB   10.06%    190kB / 175kB    53.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            91.02%    2.973GiB / 15.5GiB   19.18%    110MB / 52.6MB   271MB / 1.06GB    144
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.31MiB / 15.5GiB   0.41%     158kB / 119kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.55MiB / 15.5GiB   0.15%     21kB / 3.82kB    42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.76%     505MiB / 15.5GiB     3.18%     807MB / 2.63MB    358MB / 3.13GB    12
894c51829de4   cachito_threads-cachito-api-1      0.49%     153.5MiB / 15.5GiB   0.97%     182kB / 244kB     49.4MB / 385kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.13%     1.559GiB / 15.5GiB   10.06%    195kB / 179kB     53.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            199.27%   2.92GiB / 15.5GiB    18.84%    114MB / 54.1MB    271MB / 1.12GB    143
6e08b5e0ca0a   cachito_threads-db-1               0.01%     65.36MiB / 15.5GiB   0.41%     162kB / 122kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.55MiB / 15.5GiB   0.15%     21.9kB / 3.89kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.04%     505.4MiB / 15.5GiB   3.18%     810MB / 2.67MB   358MB / 3.13GB    12
894c51829de4   cachito_threads-cachito-api-1      0.58%     153.5MiB / 15.5GiB   0.97%     186kB / 249kB    49.4MB / 393kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.53%     1.559GiB / 15.5GiB   10.06%    198kB / 182kB    53.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            148.44%   2.848GiB / 15.5GiB   18.38%    119MB / 57.1MB   271MB / 1.16GB    144
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.36MiB / 15.5GiB   0.41%     165kB / 124kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.55MiB / 15.5GiB   0.15%     22kB / 3.97kB    42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.80%     505.9MiB / 15.5GiB   3.19%     812MB / 2.72MB    358MB / 3.13GB    12
894c51829de4   cachito_threads-cachito-api-1      0.75%     153.5MiB / 15.5GiB   0.97%     189kB / 253kB     49.4MB / 401kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.23%     1.56GiB / 15.5GiB    10.07%    201kB / 186kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            47.39%    2.946GiB / 15.5GiB   19.01%    122MB / 58.9MB    275MB / 1.25GB    144
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.36MiB / 15.5GiB   0.41%     167kB / 127kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.55MiB / 15.5GiB   0.15%     22.1kB / 4.04kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.52%     506.1MiB / 15.5GiB   3.19%     812MB / 2.76MB   358MB / 3.13GB    12
894c51829de4   cachito_threads-cachito-api-1      0.77%     153.5MiB / 15.5GiB   0.97%     192kB / 258kB    49.4MB / 410kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.11%     1.56GiB / 15.5GiB    10.07%    205kB / 189kB    54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            118.19%   2.903GiB / 15.5GiB   18.73%    126MB / 59.7MB   275MB / 1.29GB    144
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.41MiB / 15.5GiB   0.41%     170kB / 129kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.55MiB / 15.5GiB   0.15%     22.1kB / 4.1kB   42.7MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.73%     506.5MiB / 15.5GiB   3.19%     818MB / 2.8MB     358MB / 3.14GB    12
894c51829de4   cachito_threads-cachito-api-1      0.54%     153.5MiB / 15.5GiB   0.97%     195kB / 263kB     49.4MB / 418kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.47%     1.56GiB / 15.5GiB    10.07%    208kB / 193kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            65.94%    2.888GiB / 15.5GiB   18.63%    134MB / 65.3MB    275MB / 1.33GB    142
6e08b5e0ca0a   cachito_threads-db-1               0.01%     65.41MiB / 15.5GiB   0.41%     173kB / 131kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.78MiB / 15.5GiB   0.16%     22.2kB / 4.17kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.84%     506.8MiB / 15.5GiB   3.19%     821MB / 2.84MB    358MB / 3.14GB    12
894c51829de4   cachito_threads-cachito-api-1      0.75%     153.5MiB / 15.5GiB   0.97%     198kB / 268kB     49.4MB / 426kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.16%     1.561GiB / 15.5GiB   10.07%    212kB / 196kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            240.18%   2.928GiB / 15.5GiB   18.89%    139MB / 68.7MB    276MB / 1.38GB    129
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.47MiB / 15.5GiB   0.41%     175kB / 134kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.78MiB / 15.5GiB   0.16%     22.3kB / 4.24kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.30%     507.1MiB / 15.5GiB   3.20%     825MB / 2.88MB    358MB / 3.14GB    12
894c51829de4   cachito_threads-cachito-api-1      0.49%     153.5MiB / 15.5GiB   0.97%     201kB / 273kB     49.4MB / 434kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         50.65%    2.526GiB / 15.5GiB   16.30%    215kB / 200kB     54.9MB / 7.15MB   41
dcf3763c4940   cachito_threads-nexus-1            8.85%     3.061GiB / 15.5GiB   19.75%    145MB / 72.5MB    276MB / 1.43GB    129
6e08b5e0ca0a   cachito_threads-db-1               0.00%     65.47MiB / 15.5GiB   0.41%     178kB / 136kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     25.78MiB / 15.5GiB   0.16%     22.4kB / 4.39kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.80%     466.1MiB / 15.5GiB   2.94%     828MB / 2.93MB    358MB / 3.15GB    12
894c51829de4   cachito_threads-cachito-api-1      0.47%     152.2MiB / 15.5GiB   0.96%     204kB / 278kB     49.4MB / 442kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.15%     1.432GiB / 15.5GiB   9.24%     219kB / 204kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            60.47%    3.037GiB / 15.5GiB   19.60%    149MB / 75.6MB    276MB / 1.49GB    129
6e08b5e0ca0a   cachito_threads-db-1               0.00%     63.79MiB / 15.5GiB   0.40%     181kB / 139kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.96MiB / 15.5GiB   0.15%     22.4kB / 4.39kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.36%     466.5MiB / 15.5GiB   2.94%     829MB / 2.96MB    358MB / 3.15GB    12
894c51829de4   cachito_threads-cachito-api-1      0.92%     152.2MiB / 15.5GiB   0.96%     207kB / 283kB     49.4MB / 451kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.19%     1.431GiB / 15.5GiB   9.24%     222kB / 206kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            71.36%    3.085GiB / 15.5GiB   19.91%    154MB / 77.2MB    276MB / 1.54GB    129
6e08b5e0ca0a   cachito_threads-db-1               0.01%     63.8MiB / 15.5GiB    0.40%     183kB / 141kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.02%     23.96MiB / 15.5GiB   0.15%     22.5kB / 4.45kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.50%     466.7MiB / 15.5GiB   2.94%     839MB / 3MB       358MB / 3.15GB    12
894c51829de4   cachito_threads-cachito-api-1      0.57%     152.2MiB / 15.5GiB   0.96%     211kB / 288kB     49.4MB / 459kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.13%     1.431GiB / 15.5GiB   9.24%     225kB / 210kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            15.53%    3.109GiB / 15.5GiB   20.06%    164MB / 86.4MB    276MB / 1.58GB    130
6e08b5e0ca0a   cachito_threads-db-1               0.00%     63.8MiB / 15.5GiB    0.40%     186kB / 144kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.96MiB / 15.5GiB   0.15%     22.5kB / 4.52kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.60%     467.2MiB / 15.5GiB   2.94%     845MB / 3.04MB    358MB / 3.16GB    12
894c51829de4   cachito_threads-cachito-api-1      0.75%     152.2MiB / 15.5GiB   0.96%     215kB / 293kB     49.4MB / 467kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.56%     1.432GiB / 15.5GiB   9.24%     230kB / 214kB     54.9MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            55.14%    3.272GiB / 15.5GiB   21.11%    175MB / 92.7MB    276MB / 1.63GB    130
6e08b5e0ca0a   cachito_threads-db-1               0.00%     63.98MiB / 15.5GiB   0.40%     190kB / 146kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.96MiB / 15.5GiB   0.15%     23.5kB / 4.58kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O        PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.38%     440.9MiB / 15.5GiB   2.78%     849MB / 3.09MB    358MB / 3.17GB   12
894c51829de4   cachito_threads-cachito-api-1      0.72%     151.6MiB / 15.5GiB   0.96%     221kB / 302kB     49.4MB / 483kB   3
3cb718cedcb7   cachito_threads-rabbitmq-1         56.93%    1.354GiB / 15.5GiB   8.74%     234kB / 218kB     56MB / 7.15MB    37
dcf3763c4940   cachito_threads-nexus-1            72.24%    3.285GiB / 15.5GiB   21.19%    182MB / 96.9MB    276MB / 1.69GB   128
6e08b5e0ca0a   cachito_threads-db-1               0.00%     61.61MiB / 15.5GiB   0.39%     195kB / 151kB     28.6MB / 122MB   8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.43MiB / 15.5GiB   0.15%     23.6kB / 4.73kB   44.5MB / 0B      14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O        PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.03%     441.3MiB / 15.5GiB   2.78%     851MB / 3.13MB    358MB / 3.19GB   12
894c51829de4   cachito_threads-cachito-api-1      0.63%     151.6MiB / 15.5GiB   0.96%     224kB / 307kB     49.4MB / 492kB   3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.14%     1.354GiB / 15.5GiB   8.74%     237kB / 221kB     56MB / 7.15MB    37
dcf3763c4940   cachito_threads-nexus-1            55.53%    3.312GiB / 15.5GiB   21.37%    185MB / 98.8MB    276MB / 1.76GB   127
6e08b5e0ca0a   cachito_threads-db-1               0.00%     62.62MiB / 15.5GiB   0.39%     198kB / 153kB     28.6MB / 122MB   8
e4f0767f6d62   cachito_threads-athens-1           0.01%     23.43MiB / 15.5GiB   0.15%     23.6kB / 4.73kB   44.5MB / 0B      14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O        PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.17%     441.6MiB / 15.5GiB   2.78%     856MB / 3.16MB   358MB / 3.19GB   12
894c51829de4   cachito_threads-cachito-api-1      0.52%     151.6MiB / 15.5GiB   0.96%     227kB / 312kB    49.4MB / 500kB   3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.13%     1.354GiB / 15.5GiB   8.74%     240kB / 224kB    56MB / 7.15MB    37
dcf3763c4940   cachito_threads-nexus-1            99.11%    3.312GiB / 15.5GiB   21.37%    194MB / 105MB    277MB / 1.81GB   127
6e08b5e0ca0a   cachito_threads-db-1               0.00%     62.62MiB / 15.5GiB   0.39%     201kB / 156kB    28.6MB / 122MB   8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.43MiB / 15.5GiB   0.15%     23.7kB / 4.8kB   44.5MB / 0B      14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O        PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.78%     442MiB / 15.5GiB     2.78%     871MB / 3.22MB    358MB / 3.2GB    12
894c51829de4   cachito_threads-cachito-api-1      0.48%     151.6MiB / 15.5GiB   0.96%     230kB / 317kB     49.4MB / 508kB   3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.65%     1.354GiB / 15.5GiB   8.74%     244kB / 228kB     56MB / 7.15MB    37
dcf3763c4940   cachito_threads-nexus-1            16.84%    3.59GiB / 15.5GiB    23.17%    211MB / 119MB     287MB / 1.87GB   126
6e08b5e0ca0a   cachito_threads-db-1               0.48%     62.75MiB / 15.5GiB   0.40%     203kB / 158kB     28.6MB / 122MB   8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.46MiB / 15.5GiB   0.15%     23.8kB / 4.87kB   44.5MB / 0B      14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O        PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.26%     442.5MiB / 15.5GiB   2.79%     876MB / 3.26MB    358MB / 3.22GB   12
894c51829de4   cachito_threads-cachito-api-1      0.48%     151.6MiB / 15.5GiB   0.96%     233kB / 322kB     49.4MB / 516kB   3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.20%     1.354GiB / 15.5GiB   8.74%     247kB / 232kB     56MB / 7.15MB    37
dcf3763c4940   cachito_threads-nexus-1            42.42%    3.86GiB / 15.5GiB    24.90%    221MB / 125MB     287MB / 1.9GB    126
6e08b5e0ca0a   cachito_threads-db-1               0.00%     62.75MiB / 15.5GiB   0.40%     206kB / 160kB     28.6MB / 122MB   8
e4f0767f6d62   cachito_threads-athens-1           0.00%     23.46MiB / 15.5GiB   0.15%     23.9kB / 5.02kB   44.5MB / 0B      14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   32.66%    380.5MiB / 15.5GiB   2.40%     879MB / 3.78MB   359MB / 3.22GB    7
894c51829de4   cachito_threads-cachito-api-1      0.67%     150.3MiB / 15.5GiB   0.95%     236kB / 327kB    49.4MB / 524kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.37%     1.174GiB / 15.5GiB   7.57%     251kB / 235kB    57.4MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            249.94%   3.544GiB / 15.5GiB   22.86%    223MB / 128MB    298MB / 1.94GB    140
6e08b5e0ca0a   cachito_threads-db-1               0.00%     58.01MiB / 15.5GiB   0.37%     209kB / 163kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     21.07MiB / 15.5GiB   0.13%     24kB / 5.08kB    44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.13%     384.9MiB / 15.5GiB   2.43%     881MB / 4.17MB   361MB / 3.22GB    12
894c51829de4   cachito_threads-cachito-api-1      0.46%     150.4MiB / 15.5GiB   0.95%     251kB / 346kB    49.4MB / 541kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.15%     1.174GiB / 15.5GiB   7.57%     255kB / 239kB    57.4MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            37.62%    3.614GiB / 15.5GiB   23.32%    225MB / 130MB    304MB / 2.01GB    141
6e08b5e0ca0a   cachito_threads-db-1               0.00%     60.38MiB / 15.5GiB   0.38%     222kB / 175kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     21.07MiB / 15.5GiB   0.13%     24kB / 5.15kB    44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O          BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   2.27%     385.6MiB / 15.5GiB   2.43%     885MB / 4.21MB   361MB / 3.22GB    12
894c51829de4   cachito_threads-cachito-api-1      0.43%     150.4MiB / 15.5GiB   0.95%     258kB / 356kB    49.4MB / 553kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.19%     1.174GiB / 15.5GiB   7.58%     258kB / 242kB    57.4MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            30.97%    3.937GiB / 15.5GiB   25.40%    229MB / 134MB    318MB / 2.06GB    140
6e08b5e0ca0a   cachito_threads-db-1               0.01%     60.39MiB / 15.5GiB   0.38%     228kB / 180kB    28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     21.07MiB / 15.5GiB   0.13%     24kB / 5.15kB    44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   3.58%     329.6MiB / 15.5GiB   2.08%     889MB / 4.26MB    361MB / 3.23GB    12
894c51829de4   cachito_threads-cachito-api-1      0.89%     148.1MiB / 15.5GiB   0.93%     262kB / 361kB     49.4MB / 561kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.16%     1.077GiB / 15.5GiB   6.95%     262kB / 246kB     57.4MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            116.57%   3.641GiB / 15.5GiB   23.49%    234MB / 137MB     318MB / 2.11GB    139
6e08b5e0ca0a   cachito_threads-db-1               0.00%     54.07MiB / 15.5GiB   0.34%     232kB / 183kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     18.47MiB / 15.5GiB   0.12%     25.4kB / 5.21kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   1.77%     303.7MiB / 15.5GiB   1.91%     890MB / 4.3MB     361MB / 3.23GB    12
894c51829de4   cachito_threads-cachito-api-1      0.64%     146.9MiB / 15.5GiB   0.93%     266kB / 366kB     49.4MB / 569kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.28%     1.028GiB / 15.5GiB   6.63%     266kB / 250kB     57.5MB / 7.15MB   37
dcf3763c4940   cachito_threads-nexus-1            34.21%    3.529GiB / 15.5GiB   22.77%    236MB / 138MB     319MB / 2.15GB    139
6e08b5e0ca0a   cachito_threads-db-1               0.00%     51.22MiB / 15.5GiB   0.32%     235kB / 186kB     28.6MB / 122MB    8
e4f0767f6d62   cachito_threads-athens-1           0.00%     17.5MiB / 15.5GiB    0.11%     25.5kB / 5.36kB   44.5MB / 0B       14
CONTAINER ID   NAME                               CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
b129c0206ab3   cachito_threads-cachito-worker-1   0.75%     252.9MiB / 15.5GiB   1.59%     896MB / 4.35MB    361MB / 3.24GB    12
894c51829de4   cachito_threads-cachito-api-1      0.85%     135.9MiB / 15.5GiB   0.86%     269kB / 372kB     49.4MB / 578kB    3
3cb718cedcb7   cachito_threads-rabbitmq-1         0.20%     867.7MiB / 15.5GiB   5.47%     270kB / 253kB     59.2MB / 7.15MB   37
